,Survey,List,Participant,Nativeness,Age,Gender,Education,ItemID,Response,Scenario,Suspect,EStrength,ItemType,Condition,Item,ItemC,CorrectControl,Fillertype,EvidenceType,Evident
371,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item11a,know,Interrogation,JS,strong,Item,c,11,11 sI,NA,No,document,100
372,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item12b,believe,Interrogation,JS,weak,Item,d,12,12 wI,NA,No,document,65
373,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item13a,know,Interrogation,JS,strong,Item,c,13,13 sI,NA,No,document,100
374,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item14b,believe,Interrogation,JS,weak,Item,d,14,14 wI,NA,No,statement,70
375,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item15a,know,Interrogation,JS,strong,Item,c,15,15 sI,NA,No,document,100
376,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item16b,believe,Interrogation,JS,weak,Item,d,16,16 wI,NA,No,statement,85
377,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item17a,believe,Interrogation,JS,strong,Item,c,17,17 sI,NA,No,statement,95
378,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item18b,believe,Interrogation,JS,weak,Item,d,18,18 wI,NA,No,document,80
379,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item19a,know,Interrogation,JS,strong,Item,c,19,19 sI,NA,No,picture,95
380,Survey1,1,Survey1_26,British English,22,he/him,Bachelor Degree,Item20b,believe,Interrogation,JS,weak,Item,d,20,20 wI,NA,No,document,80
381,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item1a,believe,Briefing,EB,strong,Item,a,1,1 sB,NA,No,document,100
382,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item2b,believe,Briefing,EB,weak,Item,b,2,2 wB,NA,No,statement,90
383,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item3a,know,Briefing,EB,strong,Item,a,3,3 sB,NA,No,picture,100
384,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item4b,know,Briefing,EB,weak,Item,b,4,4 wB,NA,No,document,100
385,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item5a,know,Briefing,EB,strong,Item,a,5,5 sB,NA,No,statement,100
386,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item6b,believe,Briefing,EB,weak,Item,b,6,6 wB,NA,No,document,50
387,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item7a,know,Briefing,EB,strong,Item,a,7,7 sB,NA,No,picture,100
388,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item8b,believe,Briefing,EB,weak,Item,b,8,8 wB,NA,No,document,90
389,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item9a,believe,Briefing,EB,strong,Item,a,9,9 sB,NA,No,statement,100
390,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item10b,believe,Briefing,EB,weak,Item,b,10,10 wB,NA,No,document,50
391,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item11a,know,Interrogation,JS,strong,Item,c,11,11 sI,NA,No,document,100
392,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item12b,believe,Interrogation,JS,weak,Item,d,12,12 wI,NA,No,document,90
393,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item13a,know,Interrogation,JS,strong,Item,c,13,13 sI,NA,No,document,100
394,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item14b,believe,Interrogation,JS,weak,Item,d,14,14 wI,NA,No,statement,66
395,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item15a,know,Interrogation,JS,strong,Item,c,15,15 sI,NA,No,document,100
396,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item16b,believe,Interrogation,JS,weak,Item,d,16,16 wI,NA,No,statement,80
397,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item17a,know,Interrogation,JS,strong,Item,c,17,17 sI,NA,No,statement,100
398,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item18b,believe,Interrogation,JS,weak,Item,d,18,18 wI,NA,No,document,50
399,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item19a,know,Interrogation,JS,strong,Item,c,19,19 sI,NA,No,picture,100
400,Survey1,1,Survey1_27,British English,28,he/him,Secondary School,Item20b,believe,Interrogation,JS,weak,Item,d,20,20 wI,NA,No,document,75
401,Survey1,2,Survey1_28,British English,25,he/him,NA,Item1b,believe,Briefing,EB,weak,Item,b,1,1 wB,NA,No,statement,91
402,Survey1,2,Survey1_28,British English,25,he/him,NA,Item2a,believe,Briefing,EB,strong,Item,a,2,2 sB,NA,No,picture,79
403,Survey1,2,Survey1_28,British English,25,he/him,NA,Item3b,know,Briefing,EB,weak,Item,b,3,3 wB,NA,No,document,81
404,Survey1,2,Survey1_28,British English,25,he/him,NA,Item4a,believe,Briefing,EB,strong,Item,a,4,4 sB,NA,No,picture,80
405,Survey1,2,Survey1_28,British English,25,he/him,NA,Item5b,know,Briefing,EB,weak,Item,b,5,5 wB,NA,No,document,96
406,Survey1,2,Survey1_28,British English,25,he/him,NA,Item6a,know,Briefing,EB,strong,Item,a,6,6 sB,NA,No,picture,100
407,Survey1,2,Survey1_28,British English,25,he/him,NA,Item7b,know,Briefing,EB,weak,Item,b,7,7 wB,NA,No,statement,94
408,Survey1,2,Survey1_28,British English,25,he/him,NA,Item8a,know,Briefing,EB,strong,Item,a,8,8 sB,NA,No,document,100
409,Survey1,2,Survey1_28,British English,25,he/him,NA,Item9b,know,Briefing,EB,weak,Item,b,9,9 wB,NA,No,picture,81
410,Survey1,2,Survey1_28,British English,25,he/him,NA,Item10a,believe,Briefing,EB,strong,Item,a,10,10 sB,NA,No,statement,89
411,Survey1,2,Survey1_28,British English,25,he/him,NA,Item11b,know,Interrogation,JS,weak,Item,d,11,11 wI,NA,No,statement,89
412,Survey1,2,Survey1_28,British English,25,he/him,NA,Item12a,know,Interrogation,JS,strong,Item,c,12,12 sI,NA,No,document,88
413,Survey1,2,Survey1_28,British English,25,he/him,NA,Item13b,believe,Interrogation,JS,weak,Item,d,13,13 wI,NA,No,statement,79
414,Survey1,2,Survey1_28,British English,25,he/him,NA,Item14a,know,Interrogation,JS,strong,Item,c,14,14 sI,NA,No,picture,100
415,Survey1,2,Survey1_28,British English,25,he/him,NA,Item15b,know,Interrogation,JS,weak,Item,d,15,15 wI,NA,No,document,100
416,Survey1,2,Survey1_28,British English,25,he/him,NA,Item16a,know,Interrogation,JS,strong,Item,c,16,16 sI,NA,No,document,100
417,Survey1,2,Survey1_28,British English,25,he/him,NA,Item17b,know,Interrogation,JS,weak,Item,d,17,17 wI,NA,No,document,97
418,Survey1,2,Survey1_28,British English,25,he/him,NA,Item18a,believe,Interrogation,JS,strong,Item,c,18,18 sI,NA,No,statement,100
419,Survey1,2,Survey1_28,British English,25,he/him,NA,Item19b,believe,Interrogation,JS,weak,Item,d,19,19 wI,NA,No,statement,84
420,Survey1,2,Survey1_28,British English,25,he/him,NA,Item20a,believe,Interrogation,JS,strong,Item,c,20,20 sI,NA,No,document,98
421,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item1b,believe,Briefing,EB,weak,Item,b,1,1 wB,NA,No,statement,16
422,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item2a,believe,Briefing,EB,strong,Item,a,2,2 sB,NA,No,picture,50
423,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item3b,believe,Briefing,EB,weak,Item,b,3,3 wB,NA,No,document,50
424,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item4a,know,Briefing,EB,strong,Item,a,4,4 sB,NA,No,picture,89
425,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item5b,believe,Briefing,EB,weak,Item,b,5,5 wB,NA,No,document,80
426,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item6a,believe,Briefing,EB,strong,Item,a,6,6 sB,NA,No,picture,76
427,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item7b,believe,Briefing,EB,weak,Item,b,7,7 wB,NA,No,statement,24
428,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item8a,know,Briefing,EB,strong,Item,a,8,8 sB,NA,No,document,80
429,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item9b,believe,Briefing,EB,weak,Item,b,9,9 wB,NA,No,picture,56
430,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item10a,believe,Briefing,EB,strong,Item,a,10,10 sB,NA,No,statement,30
431,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item11b,believe,Interrogation,JS,weak,Item,d,11,11 wI,NA,No,statement,50
432,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item12a,believe,Interrogation,JS,strong,Item,c,12,12 sI,NA,No,document,60
433,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item13b,believe,Interrogation,JS,weak,Item,d,13,13 wI,NA,No,statement,12
434,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item14a,know,Interrogation,JS,strong,Item,c,14,14 sI,NA,No,picture,88
435,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item15b,believe,Interrogation,JS,weak,Item,d,15,15 wI,NA,No,document,50
436,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item16a,believe,Interrogation,JS,strong,Item,c,16,16 sI,NA,No,document,75
437,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item17b,believe,Interrogation,JS,weak,Item,d,17,17 wI,NA,No,document,50
438,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item18a,believe,Interrogation,JS,strong,Item,c,18,18 sI,NA,No,statement,20
439,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item19b,believe,Interrogation,JS,weak,Item,d,19,19 wI,NA,No,statement,2
440,Survey1,2,Survey1_29,British English,30,she/her,PhD,Item20a,know,Interrogation,JS,strong,Item,c,20,20 sI,NA,No,document,81
441,Survey1,1,Survey1_3,British English,46,she/her,NA,Item1a,know,Briefing,EB,strong,Item,a,1,1 sB,NA,No,document,36
442,Survey1,1,Survey1_3,British English,46,she/her,NA,Item2b,know,Briefing,EB,weak,Item,b,2,2 wB,NA,No,statement,81
443,Survey1,1,Survey1_3,British English,46,she/her,NA,Item3a,know,Briefing,EB,strong,Item,a,3,3 sB,NA,No,picture,80
444,Survey1,1,Survey1_3,British English,46,she/her,NA,Item4b,know,Briefing,EB,weak,Item,b,4,4 wB,NA,No,document,68
445,Survey1,1,Survey1_3,British English,46,she/her,NA,Item5a,believe,Briefing,EB,strong,Item,a,5,5 sB,NA,No,statement,37
446,Survey1,1,Survey1_3,British English,46,she/her,NA,Item6b,know,Briefing,EB,weak,Item,b,6,6 wB,NA,No,document,70
447,Survey1,1,Survey1_3,British English,46,she/her,NA,Item7a,believe,Briefing,EB,strong,Item,a,7,7 sB,NA,No,picture,71
448,Survey1,1,Survey1_3,British English,46,she/her,NA,Item8b,believe,Briefing,EB,weak,Item,b,8,8 wB,NA,No,document,26
449,Survey1,1,Survey1_3,British English,46,she/her,NA,Item9a,believe,Briefing,EB,strong,Item,a,9,9 sB,NA,No,statement,33
450,Survey1,1,Survey1_3,British English,46,she/her,NA,Item10b,know,Briefing,EB,weak,Item,b,10,10 wB,NA,No,document,30
451,Survey1,1,Survey1_3,British English,46,she/her,NA,Item11a,know,Interrogation,JS,strong,Item,c,11,11 sI,NA,No,document,28
452,Survey1,1,Survey1_3,British English,46,she/her,NA,Item12b,know,Interrogation,JS,weak,Item,d,12,12 wI,NA,No,document,75
453,Survey1,1,Survey1_3,British English,46,she/her,NA,Item13a,believe,Interrogation,JS,strong,Item,c,13,13 sI,NA,No,document,70
454,Survey1,1,Survey1_3,British English,46,she/her,NA,Item14b,believe,Interrogation,JS,weak,Item,d,14,14 wI,NA,No,statement,17
455,Survey1,1,Survey1_3,British English,46,she/her,NA,Item15a,know,Interrogation,JS,strong,Item,c,15,15 sI,NA,No,document,73
456,Survey1,1,Survey1_3,British English,46,she/her,NA,Item16b,know,Interrogation,JS,weak,Item,d,16,16 wI,NA,No,statement,69
457,Survey1,1,Survey1_3,British English,46,she/her,NA,Item17a,know,Interrogation,JS,strong,Item,c,17,17 sI,NA,No,statement,27
458,Survey1,1,Survey1_3,British English,46,she/her,NA,Item18b,know,Interrogation,JS,weak,Item,d,18,18 wI,NA,No,document,75
459,Survey1,1,Survey1_3,British English,46,she/her,NA,Item19a,believe,Interrogation,JS,strong,Item,c,19,19 sI,NA,No,picture,58
460,Survey1,1,Survey1_3,British English,46,she/her,NA,Item20b,know,Interrogation,JS,weak,Item,d,20,20 wI,NA,No,document,27
461,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item1a,know,Briefing,EB,strong,Item,a,1,1 sB,NA,No,document,84
462,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item2b,believe,Briefing,EB,weak,Item,b,2,2 wB,NA,No,statement,53
463,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item3a,know,Briefing,EB,strong,Item,a,3,3 sB,NA,No,picture,82
464,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item4b,believe,Briefing,EB,weak,Item,b,4,4 wB,NA,No,document,50
465,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item5a,believe,Briefing,EB,strong,Item,a,5,5 sB,NA,No,statement,53
466,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item6b,believe,Briefing,EB,weak,Item,b,6,6 wB,NA,No,document,24
467,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item7a,know,Briefing,EB,strong,Item,a,7,7 sB,NA,No,picture,68
468,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item8b,believe,Briefing,EB,weak,Item,b,8,8 wB,NA,No,document,50
469,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item9a,believe,Briefing,EB,strong,Item,a,9,9 sB,NA,No,statement,54
470,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item10b,believe,Briefing,EB,weak,Item,b,10,10 wB,NA,No,document,24
471,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item11a,know,Interrogation,JS,strong,Item,c,11,11 sI,NA,No,document,88
472,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item12b,believe,Interrogation,JS,weak,Item,d,12,12 wI,NA,No,document,36
473,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item13a,know,Interrogation,JS,strong,Item,c,13,13 sI,NA,No,document,100
474,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item14b,believe,Interrogation,JS,weak,Item,d,14,14 wI,NA,No,statement,34
475,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item15a,know,Interrogation,JS,strong,Item,c,15,15 sI,NA,No,document,100
476,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item16b,believe,Interrogation,JS,weak,Item,d,16,16 wI,NA,No,statement,50
477,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item17a,know,Interrogation,JS,strong,Item,c,17,17 sI,NA,No,statement,84
478,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item18b,believe,Interrogation,JS,weak,Item,d,18,18 wI,NA,No,document,46
479,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item19a,know,Interrogation,JS,strong,Item,c,19,19 sI,NA,No,picture,80
480,Survey1,1,Survey1_30,British English,20,she/her,Bachelor Degree,Item20b,believe,Interrogation,JS,weak,Item,d,20,20 wI,NA,No,document,33
481,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item1b,believe,Briefing,EB,weak,Item,b,1,1 wB,NA,No,statement,40
482,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item2a,believe,Briefing,EB,strong,Item,a,2,2 sB,NA,No,picture,60
483,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item3b,believe,Briefing,EB,weak,Item,b,3,3 wB,NA,No,document,70
484,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item4a,know,Briefing,EB,strong,Item,a,4,4 sB,NA,No,picture,85
485,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item5b,know,Briefing,EB,weak,Item,b,5,5 wB,NA,No,document,70
486,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item6a,believe,Briefing,EB,strong,Item,a,6,6 sB,NA,No,picture,40
487,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item7b,believe,Briefing,EB,weak,Item,b,7,7 wB,NA,No,statement,70
488,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item8a,know,Briefing,EB,strong,Item,a,8,8 sB,NA,No,document,80
489,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item9b,believe,Briefing,EB,weak,Item,b,9,9 wB,NA,No,picture,60
490,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item10a,know,Briefing,EB,strong,Item,a,10,10 sB,NA,No,statement,75
491,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item11b,believe,Interrogation,JS,weak,Item,d,11,11 wI,NA,No,statement,50
492,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item12a,know,Interrogation,JS,strong,Item,c,12,12 sI,NA,No,document,90
493,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item13b,believe,Interrogation,JS,weak,Item,d,13,13 wI,NA,No,statement,15
494,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item14a,know,Interrogation,JS,strong,Item,c,14,14 sI,NA,No,picture,90
495,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item15b,believe,Interrogation,JS,weak,Item,d,15,15 wI,NA,No,document,20
496,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item16a,know,Interrogation,JS,strong,Item,c,16,16 sI,NA,No,document,70
497,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item17b,know,Interrogation,JS,weak,Item,d,17,17 wI,NA,No,document,70
498,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item18a,know,Interrogation,JS,strong,Item,c,18,18 sI,NA,No,statement,80
499,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item19b,believe,Interrogation,JS,weak,Item,d,19,19 wI,NA,No,statement,70
500,Survey1,2,Survey1_31,British English,22,she/her,Bachelor Degree,Item20a,know,Interrogation,JS,strong,Item,c,20,20 sI,NA,No,document,90
501,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item1b,know,Briefing,EB,weak,Item,b,1,1 wB,NA,No,statement,100
502,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item2a,know,Briefing,EB,strong,Item,a,2,2 sB,NA,No,picture,100
503,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item3b,know,Briefing,EB,weak,Item,b,3,3 wB,NA,No,document,100
504,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item4a,know,Briefing,EB,strong,Item,a,4,4 sB,NA,No,picture,100
505,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item5b,believe,Briefing,EB,weak,Item,b,5,5 wB,NA,No,document,99
506,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item6a,know,Briefing,EB,strong,Item,a,6,6 sB,NA,No,picture,100
507,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item7b,know,Briefing,EB,weak,Item,b,7,7 wB,NA,No,statement,95
508,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item8a,know,Briefing,EB,strong,Item,a,8,8 sB,NA,No,document,100
509,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item9b,believe,Briefing,EB,weak,Item,b,9,9 wB,NA,No,picture,99
510,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item10a,know,Briefing,EB,strong,Item,a,10,10 sB,NA,No,statement,100
511,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item11b,believe,Interrogation,JS,weak,Item,d,11,11 wI,NA,No,statement,40
512,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item12a,know,Interrogation,JS,strong,Item,c,12,12 sI,NA,No,document,100
513,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item13b,believe,Interrogation,JS,weak,Item,d,13,13 wI,NA,No,statement,99
514,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item14a,know,Interrogation,JS,strong,Item,c,14,14 sI,NA,No,picture,100
515,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item15b,know,Interrogation,JS,weak,Item,d,15,15 wI,NA,No,document,100
516,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item16a,know,Interrogation,JS,strong,Item,c,16,16 sI,NA,No,document,100
517,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item17b,know,Interrogation,JS,weak,Item,d,17,17 wI,NA,No,document,100
518,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item18a,know,Interrogation,JS,strong,Item,c,18,18 sI,NA,No,statement,100
519,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item19b,believe,Interrogation,JS,weak,Item,d,19,19 wI,NA,No,statement,50
520,Survey1,2,Survey1_32,British English,31,she/her,Secondary School,Item20a,know,Interrogation,JS,strong,Item,c,20,20 sI,NA,No,document,100
522,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item2a,believe,Briefing,EB,strong,Item,a,2,2 sB,NA,No,picture,90
523,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item3b,believe,Briefing,EB,weak,Item,b,3,3 wB,NA,No,document,70
524,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item4a,know,Briefing,EB,strong,Item,a,4,4 sB,NA,No,picture,98
525,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item5b,know,Briefing,EB,weak,Item,b,5,5 wB,NA,No,document,100
527,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item7b,believe,Briefing,EB,weak,Item,b,7,7 wB,NA,No,statement,71
528,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item8a,know,Briefing,EB,strong,Item,a,8,8 sB,NA,No,document,98
530,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item10a,believe,Briefing,EB,strong,Item,a,10,10 sB,NA,No,statement,80
532,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item12a,believe,Interrogation,JS,strong,Item,c,12,12 sI,NA,No,document,91
533,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item13b,believe,Interrogation,JS,weak,Item,d,13,13 wI,NA,No,statement,59
534,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item14a,know,Interrogation,JS,strong,Item,c,14,14 sI,NA,No,picture,95
535,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item15b,believe,Interrogation,JS,weak,Item,d,15,15 wI,NA,No,document,20
536,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item16a,believe,Interrogation,JS,strong,Item,c,16,16 sI,NA,No,document,51
537,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item17b,believe,Interrogation,JS,weak,Item,d,17,17 wI,NA,No,document,39
540,Survey1,2,Survey1_33,British English,26,she/her,Bachelor Degree,Item20a,know,Interrogation,JS,strong,Item,c,20,20 sI,NA,No,document,100
541,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item1a,know,Briefing,EB,strong,Item,a,1,1 sB,NA,No,document,80
542,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item2b,believe,Briefing,EB,weak,Item,b,2,2 wB,NA,No,statement,25
543,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item3a,believe,Briefing,EB,strong,Item,a,3,3 sB,NA,No,picture,82
544,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item4b,believe,Briefing,EB,weak,Item,b,4,4 wB,NA,No,document,40
545,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item5a,believe,Briefing,EB,strong,Item,a,5,5 sB,NA,No,statement,40
546,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item6b,believe,Briefing,EB,weak,Item,b,6,6 wB,NA,No,document,60
547,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item7a,know,Briefing,EB,strong,Item,a,7,7 sB,NA,No,picture,40
548,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item8b,know,Briefing,EB,weak,Item,b,8,8 wB,NA,No,document,75
549,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item9a,believe,Briefing,EB,strong,Item,a,9,9 sB,NA,No,statement,35
550,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item10b,know,Briefing,EB,weak,Item,b,10,10 wB,NA,No,document,60
551,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item11a,know,Interrogation,JS,strong,Item,c,11,11 sI,NA,No,document,80
552,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item12b,know,Interrogation,JS,weak,Item,d,12,12 wI,NA,No,document,75
553,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item13a,believe,Interrogation,JS,strong,Item,c,13,13 sI,NA,No,document,80
554,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item14b,believe,Interrogation,JS,weak,Item,d,14,14 wI,NA,No,statement,20
555,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item15a,believe,Interrogation,JS,strong,Item,c,15,15 sI,NA,No,document,60
556,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item16b,believe,Interrogation,JS,weak,Item,d,16,16 wI,NA,No,statement,50
557,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item17a,believe,Interrogation,JS,strong,Item,c,17,17 sI,NA,No,statement,50
558,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item18b,know,Interrogation,JS,weak,Item,d,18,18 wI,NA,No,document,60
559,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item19a,believe,Interrogation,JS,strong,Item,c,19,19 sI,NA,No,picture,60
560,Survey1,1,Survey1_34,British English,25,he/him,Bachelor Degree,Item20b,know,Interrogation,JS,weak,Item,d,20,20 wI,NA,No,document,75
562,Survey1,2,Survey1_35,British English,55,she/her,Bachelor Degree,Item2a,know,Briefing,EB,strong,Item,a,2,2 sB,NA,No,picture,100
563,Survey1,2,Survey1_35,British English,55,she/her,Bachelor Degree,Item3b,believe,Briefing,EB,weak,Item,b,3,3 wB,NA,No,document,53
564,Survey1,2,Survey1_35,British English,55,she/her,Bachelor Degree,Item4a,believe,Briefing,EB,strong,Item,a,4,4 sB,NA,No,picture,99
565,Survey1,2,Survey1_35,British English,55,she/her,Bachelor Degree,Item5b,believe,Briefing,EB,weak,Item,b,5,5 wB,NA,No,document,59
566,Survey1,2,Survey1_35,British English,55,she/her,Bachelor Degree,Item6a,believe,Briefing,EB,strong,Item,a,6,6 sB,NA,No,picture,29
567,Survey1,2,Survey1_35,British English,55,she/her,Bachelor Degree,Item7b,believe,Briefing,EB,weak,Item,b,7,7 wB,NA,No,statement,62
568,Survey1,2,Survey1_35,British English,55,she/her,Bachelor Degree,Item8a,believe,Briefing,EB,strong,Item,a,8,8 sB,NA,No,document,30
569,Survey1,2,Survey1_35,British English,55,she/her,Bachelor Degree,Item9b,believe,Briefing,EB,weak,Item,b,9,9 wB,NA,No,picture,31
